protein	RNA	label
YGR192C	YLR462W	1
YGR192C	YLR463C	1
YGR192C	YML019W	1
YGR192C	YML038C	1
YGR192C	YML048W	1
YGR192C	YML051W	1
YGR192C	YMR010W	1
YGR192C	YMR026C	1
YGR192C	YMR080C	1
YGR192C	YMR212C	1
YGR192C	YMR243C	1
YGR192C	YMR258C	1
YGR192C	YMR265C	1
YGR192C	YNL048W	1
YGR192C	YNL080C	1
YGR192C	YNL094W	1
YGR192C	YNL101W	1
YGR192C	YNL119W	1
YGR192C	YNL169C	1
YGR192C	YNL234W	1
YGR192C	YNL291C	1
YGR192C	YNL294C	1
YGR192C	YNL331C	1
YGR192C	YNR065C	1
YGR192C	YOL001W	1
YGR192C	YOL014W	1
YGR192C	YOL068C	1
YGR192C	YOL098C	1
YGR192C	YOL103W	1
YGR192C	YOL158C	1
YGR192C	YOR047C	1
YGR192C	YOR060C	1
YGR192C	YOR120W	1
YGR192C	YOR222W	1
YGR192C	YOR303W	1
YGR192C	YPL015C	1
YGR192C	YPL047W	1
YGR192C	YPL066W	1
YGR192C	YPL075W	1
YGR192C	YPL149W	1
YGR192C	YPL204W	1
YGR192C	YPL221W	1
YGR192C	YPL233W	1
YGR192C	YPL259C	1
YGR192C	YPR024W	1
YGR192C	YPR127W	1
YGR192C	YPR203W	1
YGR192C	YPR204W	1
YCL011C	YAL013W	1
YCL011C	YAL025C	1
YCL011C	YAL035W	1
YCL011C	YAR068W	1
YCL011C	YBL006C	1
YCL011C	YBL046W	1
YCL011C	YBR155W	1
YCL011C	YBR187W	1
YCL011C	YBR189W	1
YCL011C	YBR231C	1
YCL011C	YBR255C-A	1
YCL011C	YBR268W	1
YCL011C	YBR278W	1
YCL011C	YBR290W	1
YCL011C	YCL054W	1
YCL011C	YDL002C	1
YCL011C	YDL003W	1
YCL011C	YDL007W	1
YCL011C	YDL010W	1
YCL011C	YDL014W	1
YCL011C	YDL036C	1
YCL011C	YDL065C	1
YCL011C	YDL122W	1
YCL011C	YDL153C	1
YCL011C	YDL161W	1
YCL011C	YDL173W	1
YCL011C	YDL209C	1
YCL011C	YDL213C	1
YCL011C	YDL236W	1
YCL011C	YDR035W	1
YCL011C	YDR056C	1
YCL011C	YDR068W	1
YCL011C	YDR163W	1
YCL011C	YDR190C	1
YCL011C	YDR299W	1
YCL011C	YDR365C	1
YCL011C	YDR410C	1
YCL011C	YDR412W	1
YCL011C	YEL037C	1
YCL011C	YER002W	1
YCL011C	YER006W	1
YCL011C	YER126C	1
YCL011C	YER127W	1
YCL011C	YFL017C	1
YCL011C	YFL065C	1
YCL011C	YFR001W	1
YCL011C	YFR004W	1
YCL011C	YFR024C-A	1
YCL011C	YFR033C	1
YCL011C	YFR034C	1
YCL011C	YFR037C	1
YCL011C	YGL023C	1
YCL011C	YGL029W	1
YCL011C	YGL062W	1
YCL011C	YGL153W	1
YCL011C	YGL164C	1
YCL011C	YGL186C	1
YCL011C	YGL201C	1
YCL011C	YGL203C	1
YCL011C	YGL211W	1
YCL011C	YGL212W	1
YCL011C	YGL242C	1
YCL011C	YGL244W	1
YCL011C	YGR009C	1
YCL011C	YGR019W	1
YCL011C	YGR061C	1
YCL011C	YGR072W	1
YCL011C	YGR129W	1
YCL011C	YGR142W	1
YCL011C	YGR145W	1
YCL011C	YGR147C	1
YCL011C	YGR151C	1
YCL011C	YGR152C	1
YCL011C	YGR169C-A	1
YCL011C	YGR187C	1
YCL011C	YGR245C	1
YCL011C	YGR268C	1
YCL011C	YGR271C-A	1
YCL011C	YGR275W	1
YCL011C	YGR280C	1
YCL011C	YHL019C	1
YCL011C	YHL025W	1
YCL011C	YHR027C	1
YCL011C	YHR046C	1
YCL011C	YHR066W	1
YCL011C	YHR081W	1
YCL011C	YHR089C	1
YCL011C	YHR106W	1
YCL011C	YHR214W-A	1
YCL011C	YIL075C	1
YCL011C	YIL077C	1
YCL011C	YIL126W	1
YCL011C	YIL136W	1
YCL011C	YIL154C	1
YCL011C	YIR024C	1
YCL011C	YIR035C	1
YCL011C	YJL008C	1
YCL011C	YJL104W	1
YCL011C	YJL115W	1
YCL011C	YJL123C	1
YCL011C	YJL125C	1
YCL011C	YJL144W	1
YCL011C	YJL148W	1
YCL011C	YJL184W	1
YCL011C	YJL203W	1
YCL011C	YJR050W	1
YCL011C	YJR058C	1
YCL011C	YJR067C	1
YCL011C	YJR072C	1
YCL011C	YKL021C	1
YCL011C	YKL028W	1
YCL011C	YKL082C	1
YCL011C	YKL113C	1
YCL011C	YKL117W	1
YCL011C	YKL129C	1
YCL011C	YKL143W	1
YCL011C	YKL145W	1
YCL011C	YKL172W	1
YCL011C	YKL195W	1
YCL011C	YKL201C	1
YCL011C	YKL213C	1
YCL011C	YKR014C	1
YCL011C	YKR025W	1
YCL011C	YKR035W-A	1
YCL011C	YKR038C	1
YCL011C	YKR048C	1
YCL011C	YKR072C	1
YCL011C	YKR081C	1
YCL011C	YKR083C	1
YCL011C	YLL008W	1
YCL011C	YLR020C	1
YCL011C	YLR025W	1
YCL011C	YLR032W	1
YCL011C	YLR051C	1
YCL011C	YLR055C	1
YCL011C	YLR068W	1
YCL011C	YLR088W	1
YCL011C	YLR090W	1
YCL011C	YLR114C	1
YCL011C	YLR129W	1
YCL011C	YLR138W	1
YCL011C	YLR170C	1
YCL011C	YLR175W	1
YCL011C	YLR196W	1
YCL011C	YLR214W	1
YCL011C	YLR218C	1
YCL011C	YLR259C	1
YCL011C	YLR348C	1
YCL011C	YLR441C	1
YCL011C	YLR449W	1
YCL011C	YML008C	1
YCL011C	YML010W	1
YCL011C	YML014W	1
YCL011C	YML030W	1
YCL011C	YML034C-A	1
YCL011C	YML057C-A	1
YCL011C	YML062C	1
YCL011C	YML069W	1
YCL011C	YML071C	1
YCL011C	YML074C	1
YCL011C	YML093W	1
YCL011C	YML098W	1
YCL011C	YML102W	1
YCL011C	YML115C	1
YCL011C	YML117W	1
YCL011C	YML124C	1
YCL011C	YMR014W	1
YCL011C	YMR031C	1
YCL011C	YMR039C	1
YCL011C	YMR044W	1
YCL011C	YMR188C	1
YCL011C	YMR201C	1
YCL011C	YMR214W	1
YCL011C	YMR227C	1
YCL011C	YMR241W	1
YCL011C	YMR244C-A	1
YCL011C	YMR260C	1
YCL011C	YMR263W	1
YCL011C	YMR269W	1
YCL011C	YNL004W	1
YCL011C	YNL021W	1
YCL011C	YNL027W	1
YCL011C	YNL064C	1
YCL011C	YNL090W	1
YCL011C	YNL098C	1
YCL011C	YNL148C	1
YCL011C	YNL149C	1
YCL011C	YNL151C	1
YCL011C	YNL162W-A	1
YCL011C	YNL169C	1
YCL011C	YNL206C	1
YCL011C	YNL215W	1
YCL011C	YNL229C	1
YCL011C	YNL246W	1
YCL011C	YNL292W	1
YCL011C	YNL306W	1
YCL011C	YNL308C	1
YCL011C	YNR007C	1
YCL011C	YNR024W	1
YCL011C	YNR036C	1
YCL011C	YOL010W	1
YCL011C	YOL016C	1
YCL011C	YOL038W	1
YCL011C	YOL064C	1
YCL011C	YOR054C	1
YCL011C	YOR074C	1
YCL011C	YOR078W	1
YCL011C	YOR086C	1
YCL011C	YOR097C	1
YCL011C	YOR123C	1
YCL011C	YOR130C	1
YCL011C	YOR159C	1
YCL011C	YOR174W	1
YCL011C	YOR194C	1
YCL011C	YOR222W	1
YCL011C	YOR279C	1
YCL011C	YOR287C	1
YCL011C	YOR309C	1
YCL011C	YOR310C	1
YCL011C	YPL009C	1
YCL011C	YPL012W	1
YCL011C	YPL013C	1
YCL011C	YPL043W	1
YCL011C	YPL051W	1
YCL011C	YPL081W	1
YCL011C	YPL138C	1
YCL011C	YPL146C	1
YCL011C	YPL181W	1
YCL011C	YPL196W	1
YCL011C	YPL213W	1
YCL011C	YPL217C	1
YCL011C	YPL235W	1
YCL011C	YPR034W	1
YCL011C	YPR037C	1
YCL011C	YPR051W	1
YCL011C	YPR056W	1
YCL011C	YPR062W	1
YCL011C	YPR143W	1
YCL011C	YPR157W	1
YCL011C	YPR163C	1
YCL011C	YPR173C	1
YCL011C	YPR174C	1
YLR175W	YAR027W	1
YLR175W	YBL006C	1
YLR175W	YBL016W	1
YLR175W	YBR001C	1
YLR175W	YBR046C	1
YLR175W	YBR056W-A	1
YLR175W	YBR077C	1
YLR175W	YBR135W	1
YLR175W	YBR197C	1
YLR175W	YCL002C	1
YLR175W	YCR009C	1
YLR175W	YCR015C	1
YLR175W	YDL072C	1
YLR175W	YDL083C	1
YLR175W	YDL146W	1
YLR175W	YDR036C	1
YLR175W	YDR067C	1
YLR175W	YDR171W	1
YLR175W	YDR201W	1
YLR175W	YDR214W	1
YLR175W	YDR354W	1
YLR175W	YDR404C	1
YLR175W	YDR411C	1
YLR175W	YDR423C	1
YLR175W	YDR437W	1
YLR175W	YDR447C	1
YLR175W	YDR453C	1
YLR175W	YDR454C	1
YLR175W	YDR470C	1
YLR175W	YDR494W	1
YLR175W	YDR503C	1
YLR175W	YDR529C	1
YLR175W	YEL045C	1
YLR175W	YEL075C	1
YLR175W	YER134C	1
YLR175W	YER144C	1
YLR175W	YER148W	1
YLR175W	YER189W	1
YLR175W	YFL064C	1
YLR175W	YFL065C	1
YLR175W	YGL053W	1
YLR175W	YGL059W	1
YLR175W	YGL087C	1
YLR175W	YGL088W	1
YLR175W	YGL098W	1
YLR175W	YGL127C	1
YLR175W	YGL173C	1
YLR175W	YGL231C	1
YLR175W	YGR020C	1
YLR175W	YGR084C	1
YLR175W	YGR257C	1
YLR175W	YHL009C	1
YLR175W	YHL015W	1
YLR175W	YHL049C	1
YLR175W	YHR003C	1
YLR175W	YHR013C	1
YLR175W	YHR136C	1
YLR175W	YHR147C	1
YLR175W	YHR187W	1
YLR175W	YHR199C	1
YLR175W	YIL010W	1
YLR175W	YIL083C	1
YLR175W	YJL065C	1
YLR175W	YJL066C	1
YLR175W	YJL083W	1
YLR175W	YJL097W	1
YLR175W	YJL121C	1
YLR175W	YJL142C	1
YLR175W	YJL190C	1
YLR175W	YJR013W	1
YLR175W	YJR056C	1
YLR175W	YJR059W	1
YLR175W	YJR129C	1
YLR175W	YKL091C	1
YLR175W	YKL094W	1
YLR175W	YKL156W	1
YLR175W	YKL157W	1
YLR175W	YKL186C	1
YLR175W	YKR091W	1
YLR175W	YLR018C	1
YLR175W	YLR021W	1
YLR175W	YLR036C	1
YLR175W	YLR073C	1
YLR175W	YLR078C	1
YLR175W	YLR186W	1
YLR175W	YLR367W	1
YLR175W	YLR410W	1
YLR175W	YLR412W	1
YLR175W	YLR414C	1
YLR175W	YLR463C	1
YLR175W	YLR464W	1
YLR175W	YMR005W	1
YLR175W	YMR037C	1
YLR175W	YMR079W	1
YLR175W	YMR109W	1
YLR175W	YMR225C	1
YLR175W	YMR236W	1
YLR175W	YNL021W	1
YLR175W	YNL111C	1
YLR175W	YNL149C	1
YLR175W	YNL159C	1
YLR175W	YNL168C	1
YLR175W	YNL184C	1
YLR175W	YNL185C	1
YLR175W	YNL217W	1
YLR175W	YNL234W	1
YLR175W	YNL281W	1
YLR175W	YNR045W	1
YLR175W	YNR053C	1
YLR175W	YOL004W	1
YLR175W	YOL036W	1
YLR175W	YOL052C	1
YLR175W	YOL092W	1
YLR175W	YOR040W	1
YLR175W	YOR044W	1
YLR175W	YOR163W	1
YLR175W	YOR167C	1
YLR175W	YOR220W	1
YLR175W	YOR360C	1
YLR175W	YOR376W-A	1
YLR175W	YPL144W	1
YLR175W	YPL177C	1
YLR175W	YPR158W	1
YLR175W	YPR203W	1
YDR293C	YBR078W	1
YDR293C	YBR105C	1
YDR293C	YBR158W	1
YDR293C	YBR162C	1
YDR293C	YCL051W	1
YDR293C	YDR270W	1
YDR293C	YDR271C	1
YDR293C	YDR309C	1
YDR293C	YDR326C	1
YDR293C	YDR441C	1
YDR293C	YDR482C	1
YDR293C	YER030W	1
YDR293C	YER138W-A	1
YDR293C	YFL002C	1
YDR293C	YFR018C	1
YDR293C	YGL112C	1
YDR293C	YGL178W	1
YDR293C	YGR014W	1
YDR293C	YGR122C-A	1
YDR293C	YGR258C	1
YDR293C	YGR267C	1
YDR293C	YGR279C	1
YDR293C	YGR282C	1
YDR293C	YHL034C	1
YDR293C	YHR143W	1
YDR293C	YIL123W	1
YDR293C	YJL158C	1
YDR293C	YJR110W	1
YDR293C	YKL101W	1
YDR293C	YKR013W	1
YDR293C	YKR042W	1
YDR293C	YKR091W	1
YDR293C	YLR065C	1
YDR293C	YLR190W	1
YDR293C	YLR285C-A	1
YDR293C	YLR286C	1
YDR293C	YML014W	1
YDR293C	YMR046W-A	1
YDR293C	YMR158C-A	1
YDR293C	YMR305C	1
YDR293C	YNL032W	1
YDR293C	YNL066W	1
YDR293C	YNL239W	1
YDR293C	YNL283C	1
YDR293C	YNL300W	1
YDR293C	YOL114C	1
YDR293C	YOR036W	1
YDR293C	YOR097C	1
YDR293C	YOR132W	1
YDR293C	YOR247W	1
YDR293C	YOR248W	1
YDR293C	YOR383C	1
YDR293C	YPL076W	1
YDR293C	YPL246C	1
YDR293C	YPL256C	1
YDR293C	YPL268W	1
YDR293C	YPL269W	1
YDR293C	YPR139C	1
YPL184C	YAL021C	1
YPL184C	YAL040C	1
YPL184C	YAL053W	1
YPL184C	YAL054C	1
YPL184C	YAL060W	1
YPL184C	YAR002W	1
YPL184C	YBL023C	1
YPL184C	YBL102W	1
YPL184C	YBR005W	1
YPL184C	YBR015C	1
YPL184C	YBR022W	1
YPL184C	YBR029C	1
YPL184C	YBR037C	1
YPL184C	YBR046C	1
YPL184C	YBR054W	1
YPL184C	YBR067C	1
YPL184C	YBR068C	1
YPL184C	YBR071W	1
YPL184C	YBR074W	1
YPL184C	YBR078W	1
YPL184C	YBR089C-A	1
YPL184C	YBR090C	1
YPL184C	YBR092C	1
YPL184C	YBR096W	1
YPL184C	YBR139W	1
YPL184C	YBR150C	1
YPL184C	YBR158W	1
YPL184C	YBR162C	1
YPL184C	YBR187W	1
YPL184C	YBR202W	1
YPL184C	YBR210W	1
YPL184C	YBR212W	1
YPL184C	YBR214W	1
YPL184C	YBR230C	1
YPL184C	YBR238C	1
YPL184C	YBR243C	1
YPL184C	YBR283C	1
YPL184C	YBR287W	1
YPL184C	YCL025C	1
YPL184C	YCR021C	1
YPL184C	YCR024C-A	1
YPL184C	YCR024C-B	1
YPL184C	YCR034W	1
YPL184C	YCR061W	1
YPL184C	YCR077C	1
YPL184C	YCR084C	1
YPL184C	YDL027C	1
YPL184C	YDL046W	1
YPL184C	YDL047W	1
YPL184C	YDL053C	1
YPL184C	YDL128W	1
YPL184C	YDL129W	1
YPL184C	YDL160C	1
YPL184C	YDL188C	1
YPL184C	YDL205C	1
YPL184C	YDL232W	1
YPL184C	YDR033W	1
YPL184C	YDR039C	1
YPL184C	YDR040C	1
YPL184C	YDR055W	1
YPL184C	YDR072C	1
YPL184C	YDR075W	1
YPL184C	YDR077W	1
YPL184C	YDR084C	1
YPL184C	YDR089W	1
YPL184C	YDR100W	1
YPL184C	YDR123C	1
YPL184C	YDR133C	1
YPL184C	YDR143C	1
YPL184C	YDR151C	1
YPL184C	YDR169C	1
YPL184C	YDR178W	1
YPL184C	YDR222W	1
YPL184C	YDR233C	1
YPL184C	YDR247W	1
YPL184C	YDR264C	1
YPL184C	YDR276C	1
YPL184C	YDR288W	1
YPL184C	YDR293C	1
YPL184C	YDR309C	1
YPL184C	YDR320C-A	1
YPL184C	YDR406W	1
YPL184C	YDR428C	1
YPL184C	YDR441C	1
YPL184C	YDR456W	1
YPL184C	YDR461W	1
YPL184C	YDR492W	1
YPL184C	YDR497C	1
YPL184C	YDR504C	1
YPL184C	YDR508C	1
YPL184C	YDR525W-A	1
YPL184C	YEL009C	1
YPL184C	YEL013W	1
YPL184C	YEL017C-A	1
YPL184C	YEL017W	1
YPL184C	YEL032W	1
YPL184C	YEL060C	1
YPL184C	YEL063C	1
YPL184C	YER003C	1
YPL184C	YER004W	1
YPL184C	YER011W	1
YPL184C	YER034W	1
YPL184C	YER035W	1
YPL184C	YER043C	1
YPL184C	YER044C	1
YPL184C	YER053C	1
YPL184C	YER064C	1
YPL184C	YER070W	1
YPL184C	YER095W	1
YPL184C	YER145C	1
YPL184C	YER158C	1
YPL184C	YER174C	1
YPL184C	YER186C	1
YPL184C	YFR050C	1
YPL184C	YGL008C	1
YPL184C	YGL012W	1
YPL184C	YGL014W	1
YPL184C	YGL028C	1
YPL184C	YGL032C	1
YPL184C	YGL055W	1
YPL184C	YGL068W	1
YPL184C	YGL085W	1
YPL184C	YGL125W	1
YPL184C	YGL142C	1
YPL184C	YGL178W	1
YPL184C	YGL215W	1
YPL184C	YGL219C	1
YPL184C	YGL225W	1
YPL184C	YGL226C-A	1
YPL184C	YGR038W	1
YPL184C	YGR055W	1
YPL184C	YGR062C	1
YPL184C	YGR126W	1
YPL184C	YGR138C	1
YPL184C	YGR158C	1
YPL184C	YGR172C	1
YPL184C	YGR191W	1
YPL184C	YGR203W	1
YPL184C	YGR205W	1
YPL184C	YGR258C	1
YPL184C	YGR260W	1
YPL184C	YGR267C	1
YPL184C	YGR279C	1
YPL184C	YGR281W	1
YPL184C	YGR282C	1
YPL184C	YHL017W	1
YPL184C	YHR007C	1
YPL184C	YHR021C	1
YPL184C	YHR024C	1
YPL184C	YHR050W	1
YPL184C	YHR061C	1
YPL184C	YHR071W	1
YPL184C	YHR086W	1
YPL184C	YHR089C	1
YPL184C	YHR128W	1
YPL184C	YHR130C	1
YPL184C	YHR143W	1
YPL184C	YHR151C	1
YPL184C	YHR181W	1
YPL184C	YHR205W	1
YPL184C	YIL011W	1
YPL184C	YIL033C	1
YPL184C	YIL049W	1
YPL184C	YIL056W	1
YPL184C	YIL090W	1
YPL184C	YIL119C	1
YPL184C	YIL123W	1
YPL184C	YIL162W	1
YPL184C	YJL016W	1
YPL184C	YJL062W	1
YPL184C	YJL079C	1
YPL184C	YJL083W	1
YPL184C	YJL091C	1
YPL184C	YJL097W	1
YPL184C	YJL143W	1
YPL184C	YJL159W	1
YPL184C	YJL171C	1
YPL184C	YJL174W	1
YPL184C	YJL176C	1
YPL184C	YJL212C	1
YPL184C	YJR015W	1
YPL184C	YJR066W	1
YPL184C	YJR074W	1
YPL184C	YJR077C	1
YPL184C	YJR086W	1
YPL184C	YKL004W	1
YPL184C	YKL032C	1
YPL184C	YKL044W	1
YPL184C	YKL051W	1
YPL184C	YKL068W-A	1
YPL184C	YKL085W	1
YPL184C	YKL096W-A	1
YPL184C	YKL097C	1
YPL184C	YKL100C	1
YPL184C	YKL106W	1
YPL184C	YKL109W	1
YPL184C	YKL112W	1
YPL184C	YKL120W	1
YPL184C	YKL151C	1
YPL184C	YKL164C	1
YPL184C	YKL165C	1
YPL184C	YKL181W	1
YPL184C	YKR028W	1
YPL184C	YKR042W	1
YPL184C	YLL013C	1
YPL184C	YLL014W	1
YPL184C	YLL019C	1
YPL184C	YLL020C	1
YPL184C	YLL023C	1
YPL184C	YLR034C	1
YPL184C	YLR056W	1
YPL184C	YLR064W	1
YPL184C	YLR083C	1
YPL184C	YLR089C	1
YPL184C	YLR120C	1
YPL184C	YLR155C	1
YPL184C	YLR157C	1
YPL184C	YLR158C	1
YPL184C	YLR160C	1
YPL184C	YLR285C-A	1
YPL184C	YLR286C	1
YPL184C	YLR294C	1
YPL184C	YLR297W	1
YPL184C	YLR298C	1
YPL184C	YLR300W	1
YPL184C	YLR347C	1
YPL184C	YLR372W	1
YPL184C	YLR390W-A	1
YPL184C	YLR413W	1
YPL184C	YLR455W	1
YPL184C	YLR459W	1
YPL184C	YML017W	1
YPL184C	YML027W	1
YPL184C	YML048W	1
YPL184C	YML052W	1
YPL184C	YML058W	1
YPL184C	YML100W	1
YPL184C	YML113W	1
YPL184C	YMR006C	1
YPL184C	YMR008C	1
YPL184C	YMR011W	1
YPL184C	YMR015C	1
YPL184C	YMR037C	1
YPL184C	YMR042W	1
YPL184C	YMR103C	1
YPL184C	YMR108W	1
YPL184C	YMR148W	1
YPL184C	YMR149W	1
YPL184C	YMR181C	1
YPL184C	YMR215W	1
YPL184C	YMR216C	1
YPL184C	YMR221C	1
YPL184C	YMR292W	1
YPL184C	YMR305C	1
YPL184C	YMR307W	1
YPL184C	YNL024C-A	1
YPL184C	YNL044W	1
YPL184C	YNL066W	1
YPL184C	YNL074C	1
YPL184C	YNL101W	1
YPL184C	YNL104C	1
YPL184C	YNL130C	1
YPL184C	YNL145W	1
YPL184C	YNL160W	1
YPL184C	YNL167C	1
YPL184C	YNL176C	1
YPL184C	YNL190W	1
YPL184C	YNL197C	1
YPL184C	YNL200C	1
YPL184C	YNL216W	1
YPL184C	YNL219C	1
YPL184C	YNL255C	1
YPL184C	YNL283C	1
YPL184C	YNL288W	1
YPL184C	YNL300W	1
YPL184C	YNL307C	1
YPL184C	YNL327W	1
YPL184C	YNR009W	1
YPL184C	YNR030W	1
YPL184C	YOL030W	1
YPL184C	YOL051W	1
YPL184C	YOL052C-A	1
YPL184C	YOL136C	1
YPL184C	YOL147C	1
YPL184C	YOR002W	1
YPL184C	YOR010C	1
YPL184C	YOR016C	1
YPL184C	YOR084W	1
YPL184C	YOR085W	1
YPL184C	YOR092W	1
YPL184C	YOR107W	1
YPL184C	YOR137C	1
YPL184C	YOR140W	1
YPL184C	YOR149C	1
YPL184C	YOR204W	1
